id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kepemilikan,jumlah_faskes,satuan,tahun
229,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TNI/POLRI,0,UNIT,2020
230,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUMN,0,UNIT,2020
231,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,0,UNIT,2020
232,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENKES,0,UNIT,2020
233,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENTERIAN LAIN,0,UNIT,2020
234,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.PROV,0,UNIT,2020
235,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.KAB/KOTA,1,UNIT,2020
236,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TNI/POLRI,0,UNIT,2020
237,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUMN,0,UNIT,2020
238,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,3,UNIT,2020
239,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENKES,0,UNIT,2020
240,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENTERIAN LAIN,0,UNIT,2020
241,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.PROV,0,UNIT,2020
242,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.KAB/KOTA,2,UNIT,2020
243,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TNI/POLRI,0,UNIT,2020
244,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUMN,0,UNIT,2020
245,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,9,UNIT,2020
246,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEMENKES,0,UNIT,2020
247,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEMENTERIAN LAIN,0,UNIT,2020
248,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.PROV,0,UNIT,2020
249,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.KAB/KOTA,2,UNIT,2020
250,32,JAWA BARAT,3209,KABUPATEN CIREBON,TNI/POLRI,0,UNIT,2020
251,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUMN,0,UNIT,2020
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,7,UNIT,2020
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMENKES,0,UNIT,2020
254,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMENTERIAN LAIN,0,UNIT,2020
255,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.PROV,0,UNIT,2020
256,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.KAB/KOTA,2,UNIT,2020
257,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TNI/POLRI,0,UNIT,2020
258,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUMN,0,UNIT,2020
259,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,0,UNIT,2020
260,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMENKES,0,UNIT,2020
261,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMENTERIAN LAIN,0,UNIT,2020
262,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.PROV,0,UNIT,2020
263,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.KAB/KOTA,1,UNIT,2020
264,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TNI/POLRI,0,UNIT,2020
265,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUMN,0,UNIT,2020
266,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,2,UNIT,2020
267,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMENKES,0,UNIT,2020
268,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMENTERIAN LAIN,0,UNIT,2020
269,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.PROV,0,UNIT,2020
270,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.KAB/KOTA,3,UNIT,2020
271,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TNI/POLRI,1,UNIT,2020
272,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUMN,1,UNIT,2020
273,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,5,UNIT,2020
274,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMENKES,0,UNIT,2020
275,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMENTERIAN LAIN,0,UNIT,2020
276,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.PROV,0,UNIT,2020
277,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.KAB/KOTA,1,UNIT,2020
278,32,JAWA BARAT,3213,KABUPATEN SUBANG,TNI/POLRI,1,UNIT,2020
279,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUMN,1,UNIT,2020
280,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,4,UNIT,2020
281,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMENKES,0,UNIT,2020
282,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMENTERIAN LAIN,0,UNIT,2020
283,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.PROV,0,UNIT,2020
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.KAB/KOTA,1,UNIT,2020
285,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TNI/POLRI,0,UNIT,2020
286,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUMN,0,UNIT,2020
287,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,8,UNIT,2020
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMENKES,0,UNIT,2020
289,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMENTERIAN LAIN,0,UNIT,2020
290,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEM.PROV,0,UNIT,2020
291,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEM.KAB/KOTA,1,UNIT,2020
292,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TNI/POLRI,0,UNIT,2020
293,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUMN,0,UNIT,2020
294,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,20,UNIT,2020
295,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMENKES,0,UNIT,2020
296,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMENTERIAN LAIN,0,UNIT,2020
297,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEM.PROV,0,UNIT,2020
298,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEM.KAB/KOTA,2,UNIT,2020
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,TNI/POLRI,0,UNIT,2020
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUMN,0,UNIT,2020
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,42,UNIT,2020
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMENKES,0,UNIT,2020
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMENTERIAN LAIN,0,UNIT,2020
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEM.PROV,0,UNIT,2020
305,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEM.KAB/KOTA,3,UNIT,2020
306,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TNI/POLRI,0,UNIT,2020
307,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUMN,0,UNIT,2020
308,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,3,UNIT,2020
309,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMENKES,0,UNIT,2020
310,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMENTERIAN LAIN,0,UNIT,2020
311,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEM.PROV,0,UNIT,2020
312,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEM.KAB/KOTA,1,UNIT,2020
313,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TNI/POLRI,0,UNIT,2020
314,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUMN,0,UNIT,2020
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,0,UNIT,2020
316,32,JAWA BARAT,3271,KOTA BOGOR,KEMENKES,0,UNIT,2020
317,32,JAWA BARAT,3271,KOTA BOGOR,KEMENTERIAN LAIN,0,UNIT,2020
318,32,JAWA BARAT,3271,KOTA BOGOR,PEM.PROV,0,UNIT,2020
319,32,JAWA BARAT,3271,KOTA BOGOR,PEM.KAB/KOTA,1,UNIT,2020
320,32,JAWA BARAT,3271,KOTA BOGOR,TNI/POLRI,2,UNIT,2020
321,32,JAWA BARAT,3271,KOTA BOGOR,BUMN,0,UNIT,2020
322,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,13,UNIT,2020
323,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMENKES,0,UNIT,2020
324,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMENTERIAN LAIN,0,UNIT,2020
325,32,JAWA BARAT,3272,KOTA SUKABUMI,PEM.PROV,0,UNIT,2020
326,32,JAWA BARAT,3272,KOTA SUKABUMI,PEM.KAB/KOTA,2,UNIT,2020
327,32,JAWA BARAT,3272,KOTA SUKABUMI,TNI/POLRI,1,UNIT,2020
328,32,JAWA BARAT,3272,KOTA SUKABUMI,BUMN,0,UNIT,2020
329,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,3,UNIT,2020
330,32,JAWA BARAT,3273,KOTA BANDUNG,KEMENKES,1,UNIT,2020
331,32,JAWA BARAT,3273,KOTA BANDUNG,KEMENTERIAN LAIN,0,UNIT,2020
332,32,JAWA BARAT,3273,KOTA BANDUNG,PEM.PROV,0,UNIT,2020
333,32,JAWA BARAT,3273,KOTA BANDUNG,PEM.KAB/KOTA,1,UNIT,2020
334,32,JAWA BARAT,3273,KOTA BANDUNG,TNI/POLRI,3,UNIT,2020
335,32,JAWA BARAT,3273,KOTA BANDUNG,BUMN,0,UNIT,2020
336,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,16,UNIT,2020
337,32,JAWA BARAT,3274,KOTA CIREBON,KEMENKES,0,UNIT,2020
338,32,JAWA BARAT,3274,KOTA CIREBON,KEMENTERIAN LAIN,0,UNIT,2020
339,32,JAWA BARAT,3274,KOTA CIREBON,PEM.PROV,0,UNIT,2020
340,32,JAWA BARAT,3274,KOTA CIREBON,PEM.KAB/KOTA,1,UNIT,2020
341,32,JAWA BARAT,3274,KOTA CIREBON,TNI/POLRI,1,UNIT,2020
342,32,JAWA BARAT,3274,KOTA CIREBON,BUMN,1,UNIT,2020
343,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,6,UNIT,2020
344,32,JAWA BARAT,3275,KOTA BEKASI,KEMENKES,0,UNIT,2020
345,32,JAWA BARAT,3275,KOTA BEKASI,KEMENTERIAN LAIN,0,UNIT,2020
346,32,JAWA BARAT,3275,KOTA BEKASI,PEM.PROV,0,UNIT,2020
347,32,JAWA BARAT,3275,KOTA BEKASI,PEM.KAB/KOTA,4,UNIT,2020
348,32,JAWA BARAT,3275,KOTA BEKASI,TNI/POLRI,0,UNIT,2020
349,32,JAWA BARAT,3275,KOTA BEKASI,BUMN,0,UNIT,2020
350,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,39,UNIT,2020
351,32,JAWA BARAT,3276,KOTA DEPOK,KEMENKES,0,UNIT,2020
352,32,JAWA BARAT,3276,KOTA DEPOK,KEMENTERIAN LAIN,1,UNIT,2020
353,32,JAWA BARAT,3276,KOTA DEPOK,PEM.PROV,0,UNIT,2020
354,32,JAWA BARAT,3276,KOTA DEPOK,PEM.KAB/KOTA,1,UNIT,2020
355,32,JAWA BARAT,3276,KOTA DEPOK,TNI/POLRI,1,UNIT,2020
356,32,JAWA BARAT,3276,KOTA DEPOK,BUMN,0,UNIT,2020
357,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,16,UNIT,2020
358,32,JAWA BARAT,3277,KOTA CIMAHI,KEMENKES,0,UNIT,2020
359,32,JAWA BARAT,3277,KOTA CIMAHI,KEMENTERIAN LAIN,0,UNIT,2020
360,32,JAWA BARAT,3277,KOTA CIMAHI,PEM.PROV,0,UNIT,2020
361,32,JAWA BARAT,3277,KOTA CIMAHI,PEM.KAB/KOTA,1,UNIT,2020
362,32,JAWA BARAT,3277,KOTA CIMAHI,TNI/POLRI,1,UNIT,2020
363,32,JAWA BARAT,3277,KOTA CIMAHI,BUMN,0,UNIT,2020
364,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,4,UNIT,2020
365,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMENKES,0,UNIT,2020
366,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMENTERIAN LAIN,0,UNIT,2020
367,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEM.PROV,0,UNIT,2020
368,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2020
369,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TNI/POLRI,0,UNIT,2020
370,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUMN,0,UNIT,2020
371,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,6,UNIT,2020
372,32,JAWA BARAT,3279,KOTA BANJAR,KEMENKES,0,UNIT,2020
373,32,JAWA BARAT,3279,KOTA BANJAR,KEMENTERIAN LAIN,0,UNIT,2020
374,32,JAWA BARAT,3279,KOTA BANJAR,PEM.PROV,0,UNIT,2020
375,32,JAWA BARAT,3279,KOTA BANJAR,PEM.KAB/KOTA,1,UNIT,2020
376,32,JAWA BARAT,3279,KOTA BANJAR,TNI/POLRI,0,UNIT,2020
377,32,JAWA BARAT,3279,KOTA BANJAR,BUMN,0,UNIT,2020
378,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,2,UNIT,2020
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEMENKES,1,UNIT,2021
380,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEMENTERIAN LAIN,0,UNIT,2021
381,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEM.PROV,0,UNIT,2021
382,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEM.KAB/KOTA,4,UNIT,2021
383,32,JAWA BARAT,3201,KABUPATEN BOGOR,TNI/POLRI,1,UNIT,2021
384,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUMN,0,UNIT,2021
385,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,19,UNIT,2021
386,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEMENKES,0,UNIT,2021
387,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEMENTERIAN LAIN,0,UNIT,2021
388,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.PROV,1,UNIT,2021
389,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.KAB/KOTA,3,UNIT,2021
390,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TNI/POLRI,0,UNIT,2021
391,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUMN,0,UNIT,2021
392,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,5,UNIT,2021
393,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEMENKES,0,UNIT,2021
394,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEMENTERIAN LAIN,0,UNIT,2021
395,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.PROV,0,UNIT,2021
396,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.KAB/KOTA,3,UNIT,2021
397,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TNI/POLRI,1,UNIT,2021
398,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUMN,0,UNIT,2021
399,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,1,UNIT,2021
400,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEMENKES,0,UNIT,2021
401,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEMENTERIAN LAIN,0,UNIT,2021
402,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.PROV,2,UNIT,2021
403,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.KAB/KOTA,3,UNIT,2021
404,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TNI/POLRI,1,UNIT,2021
405,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUMN,0,UNIT,2021
406,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,4,UNIT,2021
407,32,JAWA BARAT,3205,KABUPATEN GARUT,KEMENKES,0,UNIT,2021
408,32,JAWA BARAT,3205,KABUPATEN GARUT,KEMENTERIAN LAIN,0,UNIT,2021
409,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.PROV,0,UNIT,2021
410,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.KAB/KOTA,1,UNIT,2021
411,32,JAWA BARAT,3205,KABUPATEN GARUT,TNI/POLRI,1,UNIT,2021
412,32,JAWA BARAT,3205,KABUPATEN GARUT,BUMN,0,UNIT,2021
413,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,4,UNIT,2021
414,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEMENKES,0,UNIT,2021
415,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEMENTERIAN LAIN,0,UNIT,2021
416,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.PROV,0,UNIT,2021
417,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2021
418,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TNI/POLRI,0,UNIT,2021
419,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUMN,0,UNIT,2021
420,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,0,UNIT,2021
421,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENKES,0,UNIT,2021
422,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENTERIAN LAIN,0,UNIT,2021
423,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.PROV,0,UNIT,2021
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.KAB/KOTA,2,UNIT,2021
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TNI/POLRI,0,UNIT,2021
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUMN,0,UNIT,2021
427,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,3,UNIT,2021
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENKES,0,UNIT,2021
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENTERIAN LAIN,0,UNIT,2021
430,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.PROV,0,UNIT,2021
431,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.KAB/KOTA,2,UNIT,2021
432,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TNI/POLRI,0,UNIT,2021
433,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUMN,0,UNIT,2021
434,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,9,UNIT,2021
435,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEMENKES,0,UNIT,2021
436,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEMENTERIAN LAIN,0,UNIT,2021
437,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.PROV,0,UNIT,2021
438,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.KAB/KOTA,2,UNIT,2021
439,32,JAWA BARAT,3209,KABUPATEN CIREBON,TNI/POLRI,0,UNIT,2021
440,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUMN,0,UNIT,2021
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,8,UNIT,2021
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMENKES,0,UNIT,2021
443,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMENTERIAN LAIN,0,UNIT,2021
444,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.PROV,0,UNIT,2021
445,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.KAB/KOTA,2,UNIT,2021
446,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TNI/POLRI,0,UNIT,2021
447,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUMN,0,UNIT,2021
448,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,1,UNIT,2021
449,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMENKES,0,UNIT,2021
450,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMENTERIAN LAIN,0,UNIT,2021
451,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.PROV,0,UNIT,2021
452,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.KAB/KOTA,1,UNIT,2021
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TNI/POLRI,0,UNIT,2021
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUMN,0,UNIT,2021
455,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,2,UNIT,2021
456,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMENKES,0,UNIT,2021
